content,主题,故事,人物,影像,效果
那两个被村长叫去城里办事的挺搞笑。,-2,-2,1,-2,-2
又一抗日神剧，这就是一部《鬼子来了》和《举起手来》的山寨结合版，而且是CCTV6数字电影水平。曾江一代老戏骨，也会为烂片的五万块酬劳折腰。想当年《大时代》的贪污警长简直是无人可以超越的一个反派角色。临天光濑尿，一世英名毁于一旦！,-2,-1,-1,-2,-2
简单剧情，战争情怀。男主身材不错，嗯。,-2,0,1,-2,-2
郑宁演的真棒！,-2,-2,1,-2,-2
1.5  标志性的缺点一样没落下：表演硬伤、乱糟糟的配乐、剧本生硬节奏赶、故弄玄虚。也许以为自己在拍《白日焰火》吧（真·白天放焰火）...硬要说的话，比大部分网大还是要好点。,-2,-1,-1,-2,-2
小师爷第七部！小十最后回皇宫了，也要暂别海天明了。超级可爱有趣的益智动画，每个人物都鲜明可爱，配音也是萌萌哒，故事都很有趣，超爱小师爷系列。第七部打卡，接下来去看第八部。对了，这个词条是我建立的哦?(?????????)?,-2,1,1,-2,-2
什么鬼 +哥为什么要接这种电影?? 难得练得肌肉也只有一个镜头哈哈哈过于惨  而且竟然所有人都用了配音！！也太难听了吧！,-2,-2,-1,-2,-2
女王真厉害，猜到结局剧情了,-2,-2,1,-2,-2
三星半，半星当鼓励。说实话，这片在网大的浑水里还是有种小清新的惊喜。人物塑造略平淡，呈现的风格略凌乱，结局有些仓促，味道不足。,-2,-1,0,-2,-2
片子处理的很一般，感觉想讲很多，但都是留下枝干就不再往下发展，无论是剪辑还是镜头都有很大的进步空间，人物形象不突，故事前半部分拖沓。单纯从这个推理故事来说，也没有太大的新意，恋母恨母连环杀人，很多线索和对白也是让人云里雾里的。但故事背景还有小城的设定很喜欢，老片子的感觉。,-2,-1,0,0,-2
各种硬伤，各种穿帮。时间不长，似乎有点意思，有没什么意思。表演零分的悬疑。,-2,-2,-1,-2,-2
过程抄七宗罪，结尾抄沉默的羔羊，其实都无可厚非，这个冷面侦探的模式好好拍也是能玩下去的。然而电影的表演太死板僵硬，配乐简直是历史级的灾难，刻意营造的雾气也太过装腔作势，青年电影节也不应该只满足于此。,-2,-2,-1,-2,-1
2.5，质感比一般网大好，故事没有逻辑，凶手完全不是给观众推理的，人物处理的也很浅，导演性格倒是很实诚，不避讳自己片子的问题，一些小细节处理的也不错,-2,-1,-1,-2,-2
缺陷很明显，符号化的流水账，用莫名的镜头故作高深，结局草率，幕后主谋太容易猜到。人物性格建立在言语上，看不出胖子人性在哪，套路的人物对比。比较喜欢的就是冷艳的色调。,-2,-1,-1,1,-2
 电影围绕凶手因为童年阴影而展开报复的故事!对白莫名其妙，推理分析也一般，难以引起观众共鸣!配乐也一般，人设也不突出，就是部一般的网络大电影吧！,-2,0,0,-2,-2
长度一小时左右，表演太生硬了，没有尽善利用雾啊题材啊配乐啊,-2,-2,-1,-2,-2
生硬的表演，任性的剧情，尴尬的台词，更尴尬的配乐。。。不过摄影居然还可以喇,-2,-1,-1,1,-2
故事是个套路的故事，拍的也很浅，女一我喜欢，腿扣分,-2,-1,1,-2,-2
三星半 摄影中肯，剪辑狼狈，美术青涩，表演？？？ 反正都接不住故事的大锅。但是有片大雾撑场，留住了体面。,-2,-2,-1,-2,-1
汪东城的演技在幼儿园都不会选他上台表演,-2,-2,-1,-2,-2
剧情，垃圾！演技，没有！倒叙太多，有种画面重复拖时间的嫌疑！虽然没抱太大期待看这部电影，但还是太失望。观众不是傻子，剧情太多漏洞，主角光环太强烈,-2,-1,-1,-2,-2
除了陈小春还算能看 其他都太浮夸或零演技,-2,-2,-1,-2,-2
小春哥现在演的烂片越来越多了，巡回式的手法更显拙劣，感觉像拼凑时间而已，一个小时的剧集拉长到标准剧集，还拉上几个韩国棒子，真心没法看,-2,-1,-1,-2,-2
"腿瘸在家的我一不小心又看了部烂片，小春哥你肿么啦，为什么要接这部片子，为什么不对自己好一点。
中韩合拍蜜汁尴尬口音混乱的算不上冒险也笑不出来的剧情喜剧犯罪电影。
讲真，汪东城演戏一定要配音",-2,-2,-1,-2,-2
这是个什么鬼..穿插倒叙.人物设定.自始至终一塌糊涂.........,-2,-1,-1,-2,-2
情节烂，演员演的也不行，春春能不能接点好剧本啊,-2,-1,-1,-2,-2
简直烂到家了，山鸡哥，你堕落了。,-2,-2,-1,-2,-2
一群你的名字叫饕餮的怪兽从外部成功翻墙最终被掐WiFi的惨烈故事。电影里外，景甜身家背景都是世纪谜团。从选角开始，电影就呈现崩坏之势，最终炸裂于九层妖塔。中国大鼓跳水射箭焰火孔明灯队的节目单拉得漂亮，张艺谋也从大红大绿彻底进化到了五颜六色，余生可用【印象·怪兽】大型文体表演行销世界,-2,0,-1,-2,-2
这次不需要吐槽景甜，因为有别的更值得吐槽的……主要还是演员吧，有些演员别说是出现在张艺谋的电影里了，他们根本都不该出现在电影里。片子是好看的，整体在预期内，钱都花在了看得到的地方，虽然没特别出彩的部分，但也能和好莱坞一流大片持平了。希望大家客观给分，可别为黑而黑啊。ps亲王太萌了！,-2,-2,-1,-2,-2
保持了《新闻联播》几十年如一日的水准——增强民族凝聚力，增进中西友谊，建立合作共赢模式，促进共同可持续发展。真的不是在看《建党伟业》，这片名叫《走近科学长城之大女主景甜绝对不能不红请快让她红起来吧的那些事儿》。鹿晗实诚用心聪明灵气，眼睛很会说话，回眸一笑颠倒众生，真是太帅了。,0,-2,1,-2,-2
卧槽卧槽卧槽，国师毕竟是国师，场景特么太美了，哪怕商业片也拍的精彩绝伦啊，我服气，景甜都会演戏了,-2,-2,1,1,-2
虽然人海战术一股子奥运会开幕式彩排既视感，片子的中国味也不会比一部《功夫熊猫》更多，但也确实是不可否认的所谓“大片”了。可是归根结底怎么说呢……面对景甜，诸神都无能为力……,-2,-2,-1,-2,-2
一言以蔽之：一部尚可的爆米花电影，配了一个不好看又面瘫的女主角，得了这么个评分也还算正常。友邻里有人说因为张艺谋的电影所以原本很期待的，我觉得这话太扯淡了——张导近20年来拍的大制作都这屌样，有期待的人才是缺心眼吧？,-2,-2,-1,-2,-2
满打满算也就94分钟的内容，导致推进剧情都一笔带过，根本不够充分展示禁军部署，反派和填充主要角色，尤其鹤军的设定根本就是送死，而且传递的理念也缺乏足够的铺垫，背景交代不足。另外女将士的脸个比个白净，我不信打仗的长这样嫩。对了还有那个叫什么俊凯的演皇帝那个，他充分演绎了什么叫开口跪。,-2,-1,-1,-2,-2
3.3星。1.老谋子拿出拍奥运开幕式的场面在拍这部好莱坞爆米花。砸钱到位场面还不错。2.景甜绝对地位第一女主角。3.谁说景甜演技差的？对比看看某鲜肉，鲜肉简直开口跪。4.群星打酱油，情节推动基本靠编，配角个性几乎为0，导致角色牺牲时催泪效果大减。5.景甜开口说英文全场大笑。6.几场大战毫无章法。,-2,-1,-1,-2,-2
1.片名真好意思叫《长城》？不如叫《景甜还未开始就已经结束的初恋》吧！2.画面净在肤浅地卖弄中国元素，白瞎了这演员阵容，没一个华语演员记得住；3.好吧，除了陈学冬，陈学冬的演技在经过郭敬明的调教后，在本片中浑身解数，发挥得淋漓精致。,-2,-2,0,-2,-2
作为世界巨星的景甜小姐，在这部104分钟的电影里也就只演了大概90分钟，留出足足十多分钟戏给其他一众知名度不够她高的演员发挥，高风亮节实在令人叹服！而拍了30年电影的张导，这次也因为景小姐，终于有机会成为掌舵1.5亿美金预算的国际A级制作大导演！可以说没有景甜，就没有《长城》！……就像没有梅丽尔斯特里普，就没有《走音天后》！,-2,-2,-1,-2,-2
张艺谋的视觉元素+爱德华兹威克的文本碰撞出了微妙的化学效应，不过确实比较像一个发生在中国平行世界的故事。影片在动作戏上的设计非常惊人，两场饕餮攻打长城的场面可看性极强，不过结尾30分钟还是有一种突然预算掉线的感觉。景甜在本片中的表现可以让那些看扁她的人闭嘴了。,-2,-2,1,-2,1
画面不错，适合喜欢大型晚会或者文艺汇演的朋友们。特效大概就是升级版九层妖塔低配版独立日水平。演员相当尴尬，英文台词尴尬，艺术体操表演尴尬，角色定位更尴尬。国师为五斗米折腰的气节实在是令人欣赏,-2,-2,-1,-2,-1
张艺谋在英雄、十面埋伏甚至是黄金甲时的问题已经解决了，他仍旧在迷恋仪式美，和看上去没什么意义的碍眼色彩，不过好的班底执行力更优。剧本核是扎实的，不会太漏风，反派也设置够强，但最差是群戏（堂审好），以明星个性论，有角色丢失，景甜是可以被取代，但自身表演没问题，好于三将。节奏是好的。,-2,1,1,-2,0
一直觉得张艺谋是国内导演里少有的既会挑演员，又会调教演员的。所以即便大批新演员云集的《长城》，演员和角色的贴合程度让观众在看片过程中并不会有突兀的感觉。而且，也正是在老谋子的麾下，这么多明星才甘愿出场十多分钟就挂了领便当吧。平添了很多悲壮,-2,-2,1,-2,-2
靠特效和明星撑着的电影。看到把人拿绳绑着放下去的攻击模式，我要笑哭了。,-2,-2,1,-2,1
除了女主角的外貌，整个故事都非常西方视角。被景甜圈粉了，打算把她电影都看一遍，以前怎么没留意她这么漂亮呢？,-2,0,1,-2,-2
罕见的华语商业片佳作。一出史诗量级的，无主角又个个是主角的精彩群戏，构成上海一个时代的面貌。演员都很棒，浅野忠信尤其印象深刻。倒叙插叙的结构很厉害，几段剪辑妙笔构成剧情反转高潮，太震撼！几处高处俯拍摄影很棒，梅林茂大神作曲的音乐非常牛。期待3.5小时导演剪辑版。四星半，需二刷细品,-2,1,1,1,-2
浅野忠信表现最好，是真正的主角。打乱时间顺序、多处黑屏，太多有意思的桥段了，程耳有野心、有才华、有想法，他在拍中国版的《教父》，融合了杜月笙的传奇。说是罗曼蒂克消亡史，其实是“上海往事”。王传君和杜江的部分好看、浅野忠信和章子怡的车震好看。说是拍给下个世纪的人看，不就是我们吗？,-2,-2,1,-2,-2
拿腔捏调，能力不足。有重构叙事线的野心然而也不过是打乱和重复。人物魅力和神秘感完全来自被调整的故事结构而非人物本身，事实上人物个性都贫乏得可怜，越完整情节越失望。构图精细却没有处理好镜头衔接，航拍有姿态没力度，更不用说韵味甚至浪漫。音乐滥用极差，配不上梅林茂。床戏最差。,-2,-1,-1,1,-1
三星半，风格成为本片最大的特点，各个方面都在促成这种风格。浅野忠信那条线过于突出，无论是表演还是情节设定，都有意外的惊喜，使得我即便对之前有些碎片的处理以及剪辑有不满，都会暂时忽略他们，而在最终随那几下变化而获得足够的满足。而影片在细节上的用心和呼应，都让这片更有得聊。,-2,-2,1,-2,1
超前点映，国产年度十佳电影，画面音乐镜头语言都很讲究，演员表现从主角到配角都各有亮点。PS：钟汉良的迷妹真多啊，他一出来全场尖叫。,-2,-2,1,1,-2
影片的核心事件和《教父1》中约饭击杀那场戏几乎一样，主要人物死亡后又扣回他们活着时又是昆汀的路数，整体的气氛又很像PTA，所有可抖的料全在别处看过，只有场景和演员表演可称自己的亮点。影片展现的精致不腻人不矫情，深沉气质又是如今时代国片中的清流，并不想给这部电影挑问题，它只是太泊来了,-2,-1,1,-2,-2
记录我看过的第一部试映的电影，憋了三个月，终于可以标记自己看过了。电影中的画面和音乐极具美感，叙事节奏明显带有昆汀式的蒙太奇特征，有种王家卫式的情怀、陈凯歌式的深沉、张艺谋式的美学享受，绝对是一部立名之作——原来他就是程耳、拍《边境风云》的那一个。犹记得看过试映后两个月尚回味无穷,-2,-2,1,1,-2
非常耐心细致和电影化的人物塑造，野心勃勃的散点叙事，在碎片中拼贴一部黑帮史诗。人物潮水般涌上又褪去，最终露出主角才发现原来是浅野忠信。,-2,1,1,-2,-2
4.0。1.离“上海往事”差一口气，但依然是今年最值得称道的作者电影，程耳功力了得。2.从葛优到浅野到子怡，无论角色大小，每个人都演技在线。3.吃饭困觉都是正事，就跟拉黄包车一样；而杀人抢劫都不过随手顺便。4.还是很期待能有三个半小时版本，虽然导演表示拒绝。5.为本片配乐的不仅仅是梅林茂。,-2,-2,1,-2,-2
故事没有讲好。既没有商业片的流畅，也没有文艺片的厚重，而是结合了两者的缺点，晦涩却浅薄。人物形象更是装腔作势却没有灵魂。,-2,-1,-1,-2,-2
无法接受这是好片的洗脑，形散神也散，丝毫不浪漫，1930s～1949的上海放眼全球都是最富有戏剧性的城市，但是这个华丽空洞的故事实在乏善可陈，多线叙事也于事无补，人物有头无尾，导演对血浆和床戏的滥用让人轻微不适,-2,-1,-1,-2,-2
章子怡就是为电影而生，没话说！,-2,-2,1,-2,-2
加强版的《天堂口》。我以为企图依靠云雾之中的剪辑来掩饰素材残缺不全。音乐过于抢戏，抽走这些氛围，真是一桩死木。有一场闫妮和袁泉的桌前对谈，中全景令整个陈设暴露，死气沉沉，尘土要直封咽喉。演员们对于自己的角色，看起来都有那么一点衣不合身。,-2,-2,-1,-2,-1
三星太少四星又多，拍得真是精致又有气质，不过人物杂又多，有几条线最后不了了之有点怨念，有几个桥段恍然间有种强烈的昆汀既视感，好神奇……章子怡真是美，不过这角色实在是太悲催了……,-2,-2,0,-2,1
形式感太足，有装腔作势之态，构图十分讲究惹眼，浅爷依旧是殿堂级的演技担当，大部分角色更像是被刻意雕琢的模特，镶嵌在精致空乏的年代模板里，在结构的巧思设计上整个故事讲得干瘪笼统，顾此失彼，没有权衡好比例和分量，像是什么都说了，但总觉得只草草说了个大概，经不起推敲和回味。,-2,-1,1,-2,-2
一般，没有明星可能看不下去。耍花活的叙事和一首接一首的配乐不能弥补导演在塑造人物上的能力不足。上海话某种程度上削弱了台词的生硬感，尴尬的口型却造成了另一种不适。美术和摄影过关，属于“看起来很美”的那一类（类似DYHT）。看完之后有了“可能小说会比较好看”的想法。,-2,0,-1,1,-2
拍得很美音乐挺好听演员演得都挺好剧情细嚼也很有意思……但作为一个脸盲噩梦就来了：那个车夫不是马仔吗？他是小张？小张不是挂了吗？他睡的那个妓女真的不是子怡吗……堪比之前看兄弟连，所以戴帽子真的严重阻碍辨识啊……??,-2,1,1,1,-2
没有罗曼 只有dick 装模作样 毫无腔调 毫无氛围 只看到一张张虚伪僵硬的人皮 床戏真心最差,-2,-2,-1,-2,-1
皆是面上的雅致。细究起来，每个人物都是空的，视觉呈现套路也很贫乏，运动戏几乎不会拍，拼凑感太强了……观众和导演都蛮可怜。,-2,-2,-1,-1,-2
内容撑不起形式，人物根本没有嵌进去……到底什么东西消亡了？罗曼蒂克在哪里？,-2,-1,-1,-2,-2
每一帧都美，每个演员都很到位，再看一遍原著更喜欢这个电影了，罗曼蒂克，不见了。,-2,-2,1,-2,-2
犹豫了很久很久，打下三星是为了对得起片中的摄影美术声音和几位演员的表演，还有这难得的制作和精致。这无论如何都是中国电影值得被记住的一部。还有这近两年的不易。导演才华横溢，但我的梗是导演或许就没想让观众看懂。,-2,-1,1,1,-2
章子怡骨美，筋美，肉美，皮美，坐在车里那场戏，光线都已经烂到葛优看不出是葛优了，章子怡还是妖艳的章子怡。所有人钟爱的生活，最后都被大洗牌。上海的繁华，美貌的嚣张，侵华的大梦，都没了。拍电影的拍不成电影，爱男人的爱不到男人，贪恋和睦的全家灭门。即使他们原本都是狠角色。,-2,-2,1,-2,-2
如果老老实实拍个交际花 黑帮大佬 黄皮日本人的时代罗曼蒂克戏会不会更好 排除掉这个三角关系 其他人物都像是为了和葛大爷扯点关系硬塞进去的 味同鸡肋弃之也不可惜 袁泉算是最大的亮点 在一众故作姿态的女性角色里点出了雅致的清新 要是能替掉演风尘就只是风尘的国际章该多好啊~,-2,-2,-1,-2,-2
三星半，70分，制作够硬朗，美术、摄影、灯光、音乐很出彩，整体上还是太端了一点，缺一点灵气和活络，打乱时间轴像炫技，这么大的格局讲这么小的故事，童子鸡死不足惜，浅野忠信、章子怡日久生情，葛优、闫妮没让人笑场，羡慕程耳是条好运气的汉子，第二部院线片就有这么好制作和阵容，还能继续任性。,-2,-1,0,1,-2
程耳可能是太自信了，结果完全失控，故事讲得七零八落，主题也隐晦难懂，这本身就与大制作大卡司是悖论。反倒是章子怡，让我觉得演得真好，当然这是对比了我国其他青年女演员之后的感受。,-1,-1,1,-2,-2
海量杀死比尔式的配乐和运镜显得用力过猛，如果顺着剪的话可能便优点全无，但故事本身确实适合打碎，像从简报浏览到传记和野史后拼凑出群像。浅野忠信的角色最完整立体，后方一位阿姨半程惊呼这日本人上海话交关好，笑色特了。吴语运用还得看《海上花》才对呀。,-2,-2,1,0,-2
以旧上海为背景的一个片子，剧情有点乱，估计很多人看不懂。主题不是很明确可以定义为揭露人性吧，演员演技还行，只是不太喜欢这样的影片。,0,-1,1,-2,-2
以《美国往事》的手法拍了一部“上海往事”，可能是华语电影中绝无仅有的黑帮史诗类型片。但在导演各种花活之外，却并没有什么有力的人物塑造，故事也仅限在说出来的层面，离杰作还有一定的距离。,-2,-1,-1,-2,-2
依然是非常导演型的作品，算得上今年最有腔调的一部华语电影。非线性叙事，将万种风情的民国上海众生相尽情呈现，称得上最具中国特色的浪漫主义黑帮片。全片美学之考究，优雅的呈现生存与毁灭，情欲，复仇。表演、摄影、配乐、服饰、上海话都是华丽丽的精致。浅野忠信太TM帅了！！,-2,1,1,1,1
挺难懂的一部片子，可能对于我这种欣赏水准处于中下水平的人来说，解读挺难的，但是看完又确确实实有一些感受。演员们的演技都超赞，子怡和葛优重逢时的眼神，惊喜后的失落，很动人。很奇怪我就是这部片子get到子怡的，她其它有名的获奖的角色反而感觉平淡,-2,-2,1,-2,-2
结尾扣星，被这种水枯石出结果油腻尽现恶心到了。年度最有野心的华语作，但会捏腔≠杰作。同意其类似大岛渚的观点，情欲杀。但形强神弱，完全控制不住，人物塑造步步踩空惨不忍睹，一场不可避免的失败。挖空心思捣鼓这些七七八八，却只有浅野忠信一人合衣。,-2,-1,-1,-2,-2
从开场、情节、篇幅来说，浅野忠信都是唯一男主角，又坏又丰满。棒极了。明星很多，但不似红色大片单纯堆叠，也不相互倾轧，各司其职各有贡献。前面担心跳跃的时间线是导演任性，到后面觉得这样很好。唯一的不满是吴语配音。配乐跟拍摄风格合拍，都很现代。值得一看。,-2,-2,1,1,-2
讲真，爹头娘脚。全片最大的乐趣就是看谁的上海话是自己配的。国际章只有几句上海话其他都是普通话，袁泉和闫妮全部上海话都是自己的声音，鼓掌。浅野桑只有最后一句上海话是自己的声音，以及大段福利可惜对戏的是中风早期派影后。,-2,-2,-1,-2,-2
两个接续镜头都要故意跳剪，手法有待商榷。但是片子很有腔调，台词和剧情的互文非常多，值得细品。程耳用店小二拔枪这场半秒钟的戏告诉我谁是卧底，我真心谢谢他看得起我的智商。浅野忠信吹口哨固然是程耳精妙的设计，但他本人的演技气场也不可多得，希望以后还能有机会采访他。郭思达音乐很棒。,-2,1,1,0,-2
特效五毛，不少画面甚至没渲染开就直接上，最后二十分钟简直怀疑人生。智障的制作下是个乌七八糟的故事，说变就变的人物行为、凌乱的剪辑和剧情走向。抛开这些，其实最大看点是李仁港毫无节制地用拍异性恋的方式拍两位小鲜肉。大陆有史以来最基大制作？,-2,-1,-1,-2,-1
《寻龙诀》拍的是摸金校尉，《盗墓笔记》拍的是县城施工队。井柏然只会打打打，鹿晗只会傻傻傻。特效团队是《封神传奇》来兼职的吧，剧本是三叔在安定医院的时候顺手写的吧。《九层妖塔》起码拍了30分钟的好片子，这他妈是什么东西！！！,-2,-1,-1,-2,-1
鹿晗算自然,-2,-2,1,-2,-2
鹿晗不错，就是角色有点女主属性，南派三叔给自己挖了一座墓，和寻龙诀差了100部九层妖塔啊。井柏然就一个表情，俩男主太不来电！尴尬癌都犯了！剧作，三叔到后面都自己都编不下去了吧，台词太玛丽苏了，特效美术好次，石头是没钱渲染么？幼蛇什么的简直了，无力吐槽。不过，鹿晗吹的一手好萧。,-2,-1,-1,-2,-1
“这哪是迎宾，这是送殡吧”。。讲真，这一句台词，同期小生里我想不出第二个。别的先不说，鹿晗的台词是无可诟病的。电影比预期的要好。,-2,-2,1,-2,-2
普通国产片，特效五毛，编剧功底差，鹿晗这次有点惊喜。,-2,-2,1,-2,-1
整个电影比我预期要好，特效至少没有五毛，全程基本在线。演员都没出戏。全篇前面比较轻松，鹿晗全程笑点担当，确实有一股天真劲儿。井柏然打戏担当，从头打至尾。片子剧情紧凑，但下墓之后节奏偏快，结局匆忙，感觉都压缩了，总体而言还可以。,-2,0,1,-2,-2
“盗墓是很危险的，如果你非要去呢，吹箫和跳舞两项才艺，至少你得会一个吧，关键时候能救命！最后，还能带着你的爱人一起装逼一起飞。”抱着不高的要求去看，竟然意外有惊喜，墓穴探险也刺激精彩，演员上没什么出彩，王胖子戏份太鸡肋了，整体而言，至少和《寻龙诀》差不多，甚至稍微要好。3.5/5,-2,1,0,-2,-2
李仁港再次和陆某同题作文比拼完胜，不过个人风格依然明显，美术设计直到木偶机关都尚且靠谱甚至有亮点，最后还是忍不住生化危机机械迷城了……小鲜肉们比想象中靠谱，吴邪比起原著简直疑似开挂，卖腐镜头想必可取悦瓶邪党，可惜结尾高潮没high起来，拍凌乱了，掌控力还需扣分。三星半。,-2,-1,1,-2,1
鹿晗演出了吴邪的精髓，但是井柏然把小哥毁。 一部电影你想把八本盗墓两本沙海一本藏海花一本老九门全部说完？您们可真是能耐。三叔唯一没选错的、唯一没让人失望还反给人惊喜的只有鹿晗一人。,-2,-2,0,-2,-2
片子挺爽。作为一个三年书粉，我想说鹿晗来演吴邪不过，谁说吴邪没那么帅？你他妈就知道吴邪长得很普通了？另外我觉得鹿晗挺好的，中年那里很帅，还有演技挺自然的，但不会二刷，因为小哥的人设崩了。我回忆他露牙大笑了两次！最重要的是，他怎么看起来那么笨拙啊。坟头蹦迪很不错～最后感谢三叔出演,-2,-2,0,-2,-2
这次是真的去盗墓了，全片无尿点！鹿晗演的吴邪承担了全片的笑点，抖机灵看的非常舒服！和三叔还有胖子之间的对手戏非常棒!!!李仁港导演这次把美术特长发挥到极致其他大场面也还不含糊，之前担心三胖子做编剧会不会把电影内容塞太满现在看来完全是多余的担心，一个非常完整有亮点的故事！,-2,1,1,-2,-2
全程尴尬大特写，无论从鹿晗的演技还是马思纯的配音无不如是，烂特效把棚拍实景都虚化，强扭的硬广雷人的台词和摸不着头脑的妆化服装，片子拆开各方面看都是一矛盾结合体，看到最后你才知道，这根本不是盗墓行为，这是集体作死寻刺激的打怪游戏，魔幻化的故事已经失去其原来探险的本质意义，编剧在搞毛,-2,-1,-1,-2,-1
无穷无尽的盗墓笔记和鬼吹灯系列，演员看着心累，特效看着眼累，演员表前三位单独拿出来拍一部三角恋狗血片可能都比这好看，从眼神到动作都还停留在狗血青春片的频道上，空洞而尴尬，无非是套了一个大IP的外壳，一样还是属于粉丝向电影，没有一点长进,-2,-2,-1,-2,-1
鹿晗眼神很有戏，承包了所有笑点，超出预期。,-2,-2,1,-2,-2
情节紧凑，故事完整，节奏安排得还挺好的。穿插安排的笑点都集中在吴邪身上，效果很不错。鹿晗将吴邪那种初触盗墓的青涩以及勇敢和小聪明演得挺到位，坟头蹦迪那段笑得不行。但是影片最后有点烂尾，反派不给力，特效也比不上前4分之3，很遗憾。不过瑕不掩瑜，两个小时没有尿点，给4星！,-2,1,1,-2,0
我的小哥没这么丑的…我的吴邪没这么娘的！啊宁就是来卖没料的胸的！演技烂出翔！特效渣出天际！毁我小哥和吴邪！我为什么要看！现在特别非常超级后悔！三叔真的越来越商人了！就是来圈钱的毫无诚心的烂烂烂烂片！,-2,-2,-1,-2,-1
李仁港的美工那是真不错，场景设定、墓穴机关真心赞，上古文明+工业美感，特效场面前后不一，前面很唬人，后面效果就不行了（是不是没钱了）。故事顺风顺水，节奏不错，探险情节很刺激，人物一般，三叔出彩、王胖酱油。 然后，瓶邪党福利来了，赤裸裸的CP感，但我不喜欢这样的卖腐,-2,1,0,1,0
1.5。1.你们鹿晗强行演了个很会吹箫的女主角。但我更心疼和我一起看片的某童鞋，他说这是第三遍找虐。2.假如这些商业体系运作下的所谓大IP注定逃不开沦为烂片的命运，那就不要轻易嘲笑体系外即便身陷囹圄、依然怀揣火把的创作者；且不论电影好坏，创作的诚意抵达到哪里，每个人心知肚明。,-2,-2,-1,-2,-2
剧情是鸡肋，导演应该还没想好拍的是啥吧，鹿晗算全剧亮点,-2,-1,1,-2,-2
垃圾玩意，从没上映的时候就在炒作番位恶意宣传，令人作呕，娘炮粉更是恶心到了极点，真不知道井柏然大好前途干嘛要演这样一部烂片，这种垃圾只配给鹿晗这种垃圾去演才对,-2,-2,-1,-2,-2
特效也还可以吧，我没看过原著，所以没得参考。吴邪演的不错啊，独白挺多的，性格活泼，最重要的是颜值高啊，尤其在张起灵这个丑逼的衬托下。吴邪和三叔的互动特别喜欢，两个老少活宝。阿宁，怎么说呢，感觉炸一看挺丑，细看还是可以的。演的不错。,-2,-2,1,-2,1
要说印象最深刻的就是吴邪带着大家跳舞那段了，整个大厅都在笑，还有吹箫控制尸蟞那里，而且吴邪的执着，正直，幽默和小机智鹿晗也很好的诠释出来了，剧情还是挺紧凑的，机关也很新颖，木偶那里设计很喜欢，特效作为国产片来说是很在线的！值得一看。,-2,1,1,-2,1
演员演技都特别好，尤其是鹿晗的演技真的是惊艳到我了，全程无尿点，特别好的一部电影,-2,-2,1,-2,-2
哇哇哇哇，张智尧真的帅啊，大叔有大叔的味道，真的帅哭我,-2,-2,1,-2,-2
这个张起灵，我服。,-2,-2,1,-2,-2
如果只拍前半个小时其实还有三星半，从一小时开始人设爆炸成狗屎，最后半小时从情节到画面都不如腔肠动物的泄殖腔。,-2,-1,-1,-2,-2
電影劇本改的太糟糕了，把盜墓冒險改成了美男角色的感性情戲，墓穴里的機關感覺太輕易簡單，那些擅長盜墓的家族感覺是笨蛋，大魔王根本是科幻外星人，長睡這麼久手腳還這麼俐落，反派都不反派了還跟主角一起對付大魔王，整個劇情節奏後來亂七八糟，說好的盜墓怎麼變成最后爆發生化危機要拯救全世界,-2,-1,-1,-2,-2
剧情硬伤满是bug，台词中二无比尴尬，鹿晗一说话分分钟让人出戏。,-2,-1,-1,-2,-2
什么玩意儿呀，本来挺喜欢盗墓题材电影，让这部全毁了。生硬的演技，尴尬的台词，四毛五的特效，还有粉丝强行吹逼好过寻龙诀，骗的我白瞎了几十大洋。跟寻龙比差了10000个九层妖塔好吗，吹牛能有个底线吗，恶心死了。,-2,-2,-1,-2,-1
3.5.没看过原著，所以没有什么心理预设。人物身份转换太生硬，还是不会用画面营造气氛和叙事。前面因为有情节层次变化，还好，到最后，故事老在一个层面，光靠打斗和大场景叙事的缺陷就暴露了。李仁港这次机关玩得确实过瘾，拍摄大量细节，中间有些地方玩味的很有趣，视觉效果也过关。,-2,-1,-1,1,-2
杨庆按这路子走就对了，浓浓的火锅味道的黑色幽默，稍微还有点银河味道，人物角色也都很全面。看完“功夫熊猫大战黑帮”后再看这片爽快多了。同天上映三部电影中，最看好这部。这片排片和票房肯定会反超特工爷爷，等着看。,1,-2,1,-2,-2
摄影和美术非常有风格，看得出创作者的设计和心思，好几处借重庆这个城市的特殊性拍出了一种都市美感。结尾一场高潮戏拍得很冷峻，氛围悲怆最后竟感动了。喜欢交代了身份有工作有家庭的角色，感觉这四人演得都很自然流畅，演这样的电影就像一群相熟已久的好友一起做了一件事一样让人有种放心的舒服。,-2,-2,1,1,-2
川话区导演玩起黑色幽默真的是浑然天成，剧本不错，核心人物的关系把握得好，整体说得通。,-2,1,1,-2,-2
前半段细腻铺垫，后半段热血爆发。快速的剪辑、酷炫的平移长镜头、张弛有度的配乐为影片增色不少。本片的故事够离奇，几次反转也颇有些看头，虽然有些细节经不起推敲，结局也略带狗血，但都不影响剧本算是华语电影里的优秀之作了。几位主演的重庆方言不出戏，陈坤被揍成猪头还是男神，劫匪小哥都太帅。,-2,1,1,1,-2
终于感受到白百合演技多么令人尴尬,-2,-2,-1,-2,-2
