content,主题,故事,人物,影像,效果
和男朋友一起看的，他问我，女主为什么不涂口红？？？有些镜头很尬，像是把所有要表达的都堆砌在一起，懂不懂就是观众的事儿了,-2,-2,-2,-1,-2
景是美的，但内容真的就算了吧,-2,-1,-2,1,-2
小镇青年的迷茫和执着，摄影晃的很..,-2,-2,-2,-1,-2
镜头晃到头晕,-2,-2,-2,-1,-2
说是犯罪片很多逻辑不过关，确定了车牌号，确定不了车主，两个人开车一路躲过警察的盘查，整个过程警察部门的存在感太弱，完全打酱油，平行蒙太奇两条故事线并行，但警察这条线像是完全为了剧情发展而发展。节奏缓慢，配乐上惊悚急促的鼓点和公路片中轻快舒缓的音乐，有种张飞骑着方轱辘车在草原上奔驰的感觉，一些镜头的背景音乐的剪切生硬，技术上面的问题在摄影和录音，个别镜头很让人出戏，可以看出剧组的资金不怎么充足！但是作为一个类型片最基本的讲故事讲的都有问题，是不是应该反思！,-2,-1,-2,-1,-1
出从高台上摔下去的凌哥再被送到医院后逃跑了，像没事人，这么严重的逻辑问题导演编剧是没看到公路片又缺些东西，部分摄影画面挺漂亮，但总体形式做的再好内容有问题！本应该悬疑处处刺激人荷尔蒙却在一趟走向它处的公路中消磨殆尽这种氛围，到底要讲什么？,-2,-1,-2,1,-2
从网大的水准来说绝对是上乘，制作很精良，美术、灯光、剪辑都很有特点，很多场景都特别有质感，比如晚上的夜市街头，我比较喜欢，喜剧形态上其实有很多周星驰的影子，比如港式无厘头和非常有特点的群演，都是周星驰电影的特点，并没有太多突破，从现在的审美来看，甚至有些落伍，建议导演摒弃喜剧（因为真的不擅长这个），去拍文艺片，或许能出来不错的作品~,-2,-2,-2,1,1
故事也太垃圾了，瞎胡天呢，人格分裂的意义是？一个不会做拉面的，做不出那个味道，然后……成神了？神你妹哦……唯一的一颗星给摄像吧。,-2,-1,-2,1,-2
剪辑和摄影还真的可以，有点港片的味道，奈何故事莫名其妙，难以自圆其说，一个不会做饭的人怎么就在比赛上突然成神了？双重人格的设定不知道有何意义。,-2,-1,-2,1,1
故事表层逻辑可以，配角设计花了很多心思、每个镜头里几乎都有小梗，可惜男女主核心逻辑反而不到位（原本从事艺术、擅长做冥币的主角，为何对美食特别有天赋？他的need是什么？最终战胜对手的绝招不清晰；女主的双重人格如何作用于男主的成长？）；再就是很难逃脱经典的影子。不过画面质感和剪辑都超过一般网大，女主敲晕男主那场戏用运镜交代双重人格很有意思，男女主女儿的旁白也有在试图打破俗套。加一星鼓励。,-2,1,-1,1,1
中规中矩的喜剧片。很多反桥段和反常规的拍法（不一定真的反）。但缺点很明显，剪辑过快，有些段落有点也不明所以，跳过的故事太多。最终一战有点小孩子过家家的感觉，不够气势。期待导演后来的作品。有些段落的摄影挺好看的。,-2,-2,-2,1,-1
片子最后呈现的效果让人失望，真是可惜。猛一看，画面挺讲究。但是北海道哪吒，世界拉面排名37，广场舞，这都是什么奇葩设定，不嫌乱吗？如果每个情节、每个人物都神神道道，都想闪闪发光，钛金眼也会被刺瞎的。导演和编剧需要学学减法了。,-2,-1,-1,1,-1
故事有些牵强，但美术、灯光和剪辑真的很用心了。导演加油💪,-2,-1,-2,1,1
片子拍摄手法和镜头表现还是不错，就是故事真的有点莫名其妙，不知所云,-2,-1,-2,1,-2
导演剪辑0分，整体故事剧情凌乱，1分给摄影和灯光,-2,-1,-2,1,-1
还行，摄影有些怪怪的，剧情很多地方没有逻辑。,-2,-1,-2,-1,-2
场景和服装的配色很合我口味，拉面味道的诠释有点弱，没有什么低俗笑点，合格分OK,-2,-2,-2,1,-2
电影的摄影、美术都可圈可点，可惜剧情就太一般了，作为网大还是可以。,-2,-1,-2,1,-2
"故事简单到单薄。节奏和色调有点意思。
结尾的双重人格girl点燃了我最后一点坏心的笑容。",-2,-1,1,1,-2
作为一部没有邀请名演员的小成本电影，我是觉得可以推荐的。角色的设定和色彩、剪辑都挺不错，是一部正经严肃的喜剧,-2,-2,1,1,1
剪辑与色彩是中国类型电影里的良心之作,-2,-2,-2,1,1
哎 浪费时间 也就炒菜的画面水平在线,-2,-2,-2,1,-2
一星是剪辑，一星是我觉得搞笑，一星是画面色调，还有一星是给在家乡拍的。,-2,-2,-2,1,1
按现在的网络电影的水平来看 还是值得3分的 拍摄画面其实还可以 但剧情和设定真的一言难尽…,-2,-1,-2,1,-2
回忆过去的画面制作精良，满满的回忆呀。,-2,-2,-2,1,-2
片中景色很美，看到片尾取景在安徽绩溪，想去实地看看。此外，不明白为什么下雨了女主还是不紧不慢去收自己晒在外面的东西？以及，看完电影出来看到了演员正在门口，非常瘦,-2,-2,-2,1,-2
包场。太太的举手投足让人全程伴随一种矫揉的生理喜感，以至于两个人在电影院里频频出戏，从片头尬笑到片尾，成功地成为我有史以来的影院观影最差。比较皮相的feminism表达，以及抄袭和致敬费穆和李少红应该是有限度的。除却太太的角色外，其他演员的表演基本在线，摄影、取景、环境、氛围和音乐还不错。大概是北影表演系的学院派风格？,-2,-2,-1,1,1
片末《谁》响起，我才顿悟这其实是个师生三角恋故事。没烫头发的刘谦真是个被郭德纲耽误了的好演员，一干年轻演员也不错。美术和道具还原80年代的诚意可感，问题在于色彩饱和度太高，服装做旧不够，感觉有点像伪怀旧的南朝鲜电影。当然最致命的穿帮是三联版《鹿鼎记》，那可是94年才有的高大上。,-2,-2,1,-1,-2
色彩饱和过度，符号化的人物，电影手法老套，情节走向胡闹。冲着谦儿大爷，给一星。看在田雨、刘威、马未都、何冰、吴京、艾伦、孙越、丁海峰、韩童生、胡军、乔杉、杨立新、张国立等老师的份上，再加一星。,-2,-1,1,-1,-1
喜剧界的腕儿来了不少，可惜导演和编剧没有煲好这锅粥。剧情细碎到连接不上，人物不少却故事无趣，做了很多有动机没脑子的事儿，年代戏除了美术还能靠近点，其它都很难说服观众。,-2,-1,-2,1,-2
7分，其实更该叫《拆弹专家2》，古天乐那场眼泪戏倒是难得的紧张。影片在美术上还不错，复古感和角色的疯癫状态，还是有些怀旧味的。包括后面的反转也多少有些意外。归根到底，还是人心的贪。个人观感甚至好过上一部，不过豆瓣正相反，有意思。,-2,1,-2,1,-2
之前的《追龙》已经惊喜到让人不相信是曾经的那个王晶，《追龙II》依旧保持了水准，在港产卧底片的基础上做出了反类型的尝试，古天乐饰演的卧底身份的超前揭露，以及梁家辉的可爱悍匪，都是让观众会眼前一亮的存在，在动作场面上也是做出了纯正的港味儿，在这个档期和《X战警》打出了差异，相信也会笼络一大批观众的。,-2,-2,1,1,-2
是每年要演编导180部电影的王晶的高光时刻了。其实第一部就很好地保留了港片之魂，第二部换了演员，依然一样的味道，升级的动作场面和演员飙戏还是很过瘾的。港片史上有很多优秀的卧底形象，这部里的古天乐绝对是最反套路的一个。,-2,-2,1,1,-2
"3.7/10
即使有着古天乐，梁家辉，林家栋，任达华四大金像奖影帝这样豪华的阵容坐镇，还是没办法改变这是烂片的事实。请不要打着追龙的旗号，摄影和剧情比追龙差的不是一星半点，人物行事毫无动机，新演员一个比一个演技油腻，看得人辣眼睛。影片的质感粗糙到我差点认为这是部网大。飙车戏无趣还拍老多，大哥你是在拍速度与激情9吗？？？",-2,-1,-1,-1,-2
关智耀这种拍广告出身的摄影做导演水平根本不行，滥用mv技巧，全片毫无电影质感，比九十年代的几部赶工作品都差，失败。张子强作为世界级悍匪，不论业务能力还是人格魅力都是顶级，其史诗般的悍匪生涯本是电影编剧的富矿，可惜好ip总是落在烂导演手里，悍匪界第一流量巨星被拍成了二逼，当梁家辉在夕阳余晖里看着楼盘广告伸手待擒时，我仿佛听到了张子强抓棺材板的声音，可惜。,-2,-2,-1,-1,-2
挺有创意的故事，摄影很唯美。小清新的爱情电影,-2,-2,-2,1,-2
一部没有太多钱做宣传的文艺片。排片很少，但有幸买票在大荧幕前的第一排观看。并且见到了主要许之糯，分享了他的一些创作感受。这部电影故事感人，影片的画面很美，演员的表演也很细致，推荐观看。,-2,1,1,1,-2
画风不错，喜欢开头的灯塔,-2,-2,-2,1,-2
赵老师摄影一直很牛逼 没想到和我们专业撞了 真的一模一样,-2,-2,-2,1,-2
画面很美，剧情不错,-2,1,-2,1,-2
"怎么说呢，比一吻定情好些。
男女主长得还行，就是颓废那段的男主发长有些挡眼。男主哥们是个真相帝，演技也不尬，喜欢。影片画质很清晰，色彩不低级。节奏较慢，长镜头很多，中景长镜头更多。以为是时间穿越的老梗，但想来想去只是男主又死又被雷劈了复活之后和过去的女友脑内共享上了。导演自己说看完《你的名字》之后本想把这个本扔了，但转念一想中国还没有这类啊!回去查了一下，导演也不过二十几，可以吧。
",-2,-2,1,1,-2
比预期好很多，至少不雷，少女心抓得到位，灯光画面配乐都挺好，7分吧。原以为王大陆演优等生会很雷，结果板着脸穿制服看起来很帅嘛，大型真香现场，我可以！就是太爱插袋了，这个逼装得有点过时。至于本片缺点也很明显，那就是林允比预期演得更差……张嘴瞪眼发呆傻笑一套下来行云流水，跟谁学的啊！,-2,-2,-1,1,1
"两颗星，不能再多了
抛开男女主角不说，画面感，镜头感，以及场景光线，以及配乐这块都做得不错，真的有种恍然间回到了当年追偶像剧甜腻腻的感觉
有笑点，也有甜点，改编的一些剧情也有甜到我的，比如最后的那次仅你可见的告白，还是有点让人心动的，毕竟在情人节这样的节日里。
槽点：全程都没办法将王大陆带入直树这个人物，分分钟出戏，他实在不适合演直树，演阿金差不多。
林允，我实在不想评论她，完全没有演技，分分钟尬演",-2,1,-1,1,1
想看大陆跳舞娘，想吃阿金做的饭！不怕爱上王大陆和阿金做的饭的话，情节人就盘它吧~好久没看过这种粉粉甜甜撩起老夫少女心的了，想起那些年追过的台湾偶像剧。虽然电影剧情有点飞还觉得片子长，虽然两人有点尬不大直树湘琴，但镜头滤镜美丽，几个小桥段处理有新意搞笑，看着还算有意思。一吻定情啊，即便介个角选得迷…,-2,-1,-1,1,1
【C】完全针对少女制作的消费产物，但，不成功。过时的台偶风，讨巧的饭圈文化植入，就连摄影都一股大学理工男300元约拍一次的佳能糖水味。最失败的还是选角，我知道要捧王大陆，但他长的那么二愣子非要演江直树，这强行程度不亚于让张杰登上vogue金九封面。林允演技毫无进步，我头一次见人蠢都能蠢的这么做作，只蠢不萌，十分欠揍。后排小姐姐全程星星眼，我却时不时被肉麻的起一身鸡皮疙瘩，倒吸冷气，算了，当做给妹妹性教育了,-2,-2,-1,-1,-2
大型抓马秀，继「硬科幻」之后的「硬（要）励志」，本以为年初的韩寒不行，结果邓超和俞白眉更不行，前半段还能给到两星，后半段这都拍得啥呀…每个角色的动机都前后矛盾得可怕（单以阎主任这个角色举例，废寝忘食地监督差等生马飞的目的竟是为了阻止其取得好成绩，嗯行吧，被家长当着所有学生和领导面羞辱后还能顺利干到马飞高考，嗯也行，结果差等生马飞成全校唯一状元潜力股，为挽留马飞主任就差跪下了…）励志也得讲究基本法吧，这剧本简直是教育题材届的琼瑶…另外，拍着拍着总想着要逗人笑的老毛病啥时候能改改…低劣特效、慢镜头、流行乐这“外行必备三板斧”基本在开场二十分钟就耍了个遍…在地球上儿戏也就算了，上了天也跟儿戏似的，心中有爸爸，氧气没了也不怕（？）最后，演女老师的那位，真是灾难啊，我高中话剧社的同学都能演的比这自然。,-2,-2,-1,-1,-2
这两位还是没让我失望，整部电影就像一场直白的教育宣讲，而且还是邓超一个人的，电影中的所有人物都成了他一个人狂吐鸡汤句的踏板，包括儿子的角色。在时代还原上，这二位也仅仅是挑了几首老歌，几个极具时间点的事件来刻意拼凑的展现，但这并没有帮到它的叙事和主题，反而令整部电影显得更“投机取巧”。既然电影想要输出教育价值观，就用影像和故事，不是声音高煽煽情就可以了。,-2,-1,-2,-1,-2
剧本就不多说了，摄影美术剪辑表演都是灾难。所有道具包括航天器都带着低廉的塑料质感。画面质感也丝毫不能凸显不同的年代感，于是只能用金曲+XXXX年字幕卡来表现。对话戏剪辑混乱，刚上天之后白宇在航天器内爽朗一笑这个动作剪成了至少五个镜头，然而下一秒相安无事？？决定一部作品是否合格的一个关键因素是群演是否让人出戏，看看这里面那些群演工人都是一副赶紧结束的姿态。也没管那么多，关键时候就用Hans Zimmer的配乐煽情呗。本片是近几年“国产大片”里技术方面最不走心的那一批。,-2,-2,-1,-1,-1
演得很努力，看得很无语。美术还原90年代尚可。儿子回忆视角与上帝视角混搭拼凑。乱贴90年代金曲串烧莫名其妙。父亲角色最好的戏是航天基地展现的对儿子的失望。其他长篇大论的心灵鸡汤说教太尴尬，甚至不如后爸角色有戏。至于差生瞬间名列前茅、神奇木筏、超长3分钟等桥段可以说是让人喷饭的奇观了。这些剧作上的敷衍、败笔严重影响成片质量与观感。P.S.战狼的每一次出现，都忍不住笑出声。两星半,-2,-1,1,1,-2
2019年的第一份国产惊喜，超出预期，虽然还有人物表情动作略显僵硬的通病，但已经比《风语咒》要好，而且画面精美，构图讲究，中国风终于不再是素材的堆砌，而是拍出了古典韵味，实在难得，诚意作品，也有水平。,-2,-2,-1,1,-2
国漫啊国漫，与其称之为所谓的“崛起”，不如说“魂儿”一直都在，只是“皮囊”总是染上别的颜色。《白蛇：缘起》几乎是近几年的国漫第一次敢把“爱情”主题放在第一位的，用缘分的主题、高端的国风，保证了“皮囊”纯正好看。还是要感谢有这些认真的国漫人，足以值得我们骄傲。,1,-2,-2,1,-2
画面处理让人惊艳，那些如画风景栩栩如生、那些打斗的场面也是细腻、水平颇高；影片源于古老的故事，这次却另辟蹊径，他们居然要并肩作战了；中美合作，动画片整体制作偏美风，所以人物可能让你有些许熟悉感，比如女生特有花木兰的痕迹，但是男生怎么像胡歌哩，难道制作方看了仙剑，哈哈哈；不过瑕不掩瑜，片子值得一看，另外音乐也是让人心醉！,-2,-2,-2,1,1
惊喜之作！对于国漫，我们向来苛责的不是技术，而是创作者究竟有没有造梦的野心，以及讲好故事的耐心。《白蛇》无疑是成功的，画面帧帧质感，动作高度拟人，情节紧凑转合，完全不给人机会跑神。每个人物都有吸睛点，故事走向有几处想要往经典剧版靠又巧妙弹开作新。蒲公英的告白和魂飞魄散生死劫，又动情又泪目。看完走出影院，我有那么一瞬间的恍然，为一人心，伏地为妖，谈情说爱，真好呀！,-2,1,1,1,-2
"捕蛇村红叶似火、风景如画，村外崇山峻岭、层林尽染，永州城流光溢彩、灯火辉煌。
水墨风非常惊艳，漫天蒲公英无比浪漫，纸人军团极致震撼，动作戏让人瞠目结舌。
小白最仙女，小青最妖娆，狐妖最邪魅，蛇母最霸气，个个风华绝代，英姿飒爽，国漫（严格的说是合拍）终于不再玛丽苏、傻白甜。
“人间多的是长了两只脚的恶人，长了条尾巴又怎么样”最深刻；
“我的法力都被吸光了”“这下你再也推不开我了”最催泪。
片尾又和《白蛇传》的民间传说无缝衔接，解释了白素贞和许仙一见钟情的原因，小狗“肚兜”也修足福分，转世为人，成为许仙的姐夫。
美术登峰造极，画面美不胜收，缺点在于剧情比较简单，节奏略显沉闷，总体称得上“优秀”二字。
今年年初，中美合拍的《白蛇：缘起》即将正式上映，文体两开花，弘扬中华文化，希望大家多多关注。",-2,-1,1,1,-2
动画设计在目前国漫里还是相当不错了，有些场景甚至有大气滂沱之感，让人惊艳了，而且音乐也贼好听，难得了！,-2,-2,-2,1,1
"boss真的不是灭霸吗？蛇母为什么那么像安以轩。所以这个算十五禁了吧？猝不及防的床戏啊！开篇的水墨风实在太美了，如果全程死磕水墨风会不会更惊艳呢？不过影片画风也是无敌了
！背景太精细了！仿佛是实景拍摄。结尾的青城山下回忆杀！",-2,-2,-2,1,-2
既然是成人向作品，剧情也不该这么简单幼稚。还有什么轮回转世得道修仙这些廉价的页游网文不离口的台词极大弱化了视觉营造出的史诗感。画面质感和人物动作在细腻和生硬之间不时切换。不过法术过招的视觉特效真的很赞，尤其是国师布阵大战众妖的戏份，很过瘾，很有想象力，也很有视觉冲击力，甚至让我想到《最后的守护者》中对于艾格文屠魔的描写。在这个廉价3D横行影院的年代，很纳闷为什么有些理应强化震撼力的作品却选择2D，就冲打斗场面的视觉特效，我觉得去看不亏。,-2,-1,-1,-1,1
和风语咒一样的毛病 结尾大战缺经费匆匆结束 但是风景很美 中间一段青白二蛇斗小道士的打斗很惊艳 还有白娘子也太美了 全程看脸 四星鼓励,-2,-2,1,1,-2
故事讲述了白蛇在西湖断桥与许仙一见钟情的前世因缘。动画风格唯美浪漫，有黑白的水墨画风格，又有奇特诡异的妖魔风格。作为动画片的标配，片中的小狗狗给本片带来了很多欢声笑语。本片集爱情与魔幻为一体，颇有徐老怪版狄仁杰以及倩女幽魂的神韵。,-2,-2,-2,1,-2
画面非常棒，人设也很喜欢，女主很漂亮，结尾桥上回眸最惊艳，肚兜这个单身狗也很有意思，最有特色的还是宝青坊的狐妖，诡异的萌感，激情床戏我个人觉得是很唯美啦。中间两条蛇和小道士的打戏其实比后期大蛇那段更精彩，看的更爽，音乐也是很棒的，还勾起经典回忆，周深的那首也很好听，之前听到才决定去看的。,-2,-2,1,1,1
光天化日就这么来了？上一秒刚上床下一秒就翻脸？画面是真美，就是人物表情眼神跟傀儡一样空洞,-2,-1,-2,1,-2
还想着追光和华纳合拍，兴许能改良《小门神》《阿唐奇遇》《猫与桃花源》诸如「人物台词嘴型对不上、动作力度有欠缺、形象设计欠佳（大部分蛇妖真是欣赏无力）……」等问题，结果老毛病一如既往地延续下来，我也是醉了。当然可圈可点的背景制作也得到传承（部分蛮有中国风的空镜挺美轮美奂的）。至于故事，这个追光动画的短板，真是一而再再而三地不满意。每次都3.5星鼓励，结果至今都没质的改善。,-2,-1,-1,1,-2
画面还行，剧情以及人物塑造差强人意，没什么打动人心的情节和细节，如果不是贴了个国产动画的标签，平庸得让人过目就忘。,-2,-1,-1,1,-2
画面还不错，剧情有些太想倒着故意说圆所以不太讲道理…,-2,-1,-2,1,-2
"在追光上一部《猫与桃花源》后，我曾说“事不过三，与它决裂”，所以这部拖了那么久才去看。但令人颇感意外的是，它几乎是我认知范围内，登上院线的国产商业主流三维动画里的最佳作品，是真正的行业顶尖，甚至放在国内都已经不具备可比性。如果说《大圣归来》之流算“分水岭”，那么这部简直就是一步极大的飞跃。
从模仿徐克的改编思路出发，这部电影不仅是一个紧凑、有趣的故事，善恶观模糊中又带着笃定的人物塑造，最厉害的是呈现了精致之余、非常扎实的美术世界里的奇幻唐朝，尤其是在“修葺木塔”这一建筑物的细节还原、宝青坊的奇观展示这两块，完全是教科书级别。可惜，情感线索的铺垫不够充分。",-2,1,1,1,-2
动画技术方面，场景空间模型非常精致，水火效果和动物道具模型也都不错。相比之下人物角色建模就太差了，男女主造型和十几年前的国产游戏CG动画相当。尤其是毫无肉感的皮肤、面瘫表情脸与轻飘飘的重量质感，导致动作戏也显得略假，让人很出戏。距离外国动画团队差距还很大。剧情方面也较薄弱，架空历史讲玄幻，宝青坊主设定太奇怪。不是增加一场露背床戏就是成人向了。两星半,-2,-1,-1,1,-2
这个剧本我给-1星，场景给3星，不过为什么这样的烂片在豆瓣评分能到8，各种强拉硬扯的凑剧情和莫名其妙的自我高潮以及自以为是cue到了的流行梗。还有国产动漫有个特点就是路人角色绘制的都非常丑，不管主角还是配角都双目无神,-2,-1,-1,1,-2
"“人间多的是长了两只脚的恶人，多了条尾巴又能怎样”
观后感:美术效果不错，剧情还是有点硬伤",-2,-1,-2,1,-2
追光动画最好的作品，其实也是被安利才看得，因为追光之前的作品全看了，对他们家有点灰心了，所以才刚看，还好终于起势了。画质不必多说，追光一贯的高品质，道具、场景设定是东方神韵，特效场面则是偏于西方。故事难得顺畅了一次，也很动人，结尾致敬断桥白娘子。台词一般，女角色人设都很好，男性角色相形见绌。许宣像胡歌，小白更像邱淑贞，小狐妖貌似圈粉无数,-2,1,1,1,-2
想不到呀，中国动画片拍到了这个程度，的确达到了截图即CG的程度，虽然许宣抄起白蛇如捡起张卫生纸一样的碰撞反应仍不真实，至少在画面已经不输任何人。另外此片明显很懂商业化，剧情安排与场景设置可以直接套用做成游戏，直截了当的床戏也宣告此片或者说中国动画片已经走出了少儿专属时代。如果想再有提高，画面层面空间并不大了，但是好本子好剧情还是急需，故事有些烂俗，设定也不科学不平衡，白蛇吸道士以后的实力膨胀太出格，许宣化妖前的小命太硬，这可不是挑剔，我一边数落一边美滋滋的想，中国动画片的经典时代估计已经不远啦,-2,-1,-2,1,-2
“人间多的是长着两条腿的恶人，长条尾巴怎么了。”真的是没有白喜欢追光之前的作品，在修补了之前的很多的创作缺陷之后，我还是第一次看到一部把画面美学和故事美感结合得如此出色的国产动画，而且还真的是实打实的成人动画，小白真的是性感，吼吼吼～当然，故事不像《白蛇传》，倒是更像是失忆版的《倩女幽魂》。,-2,-1,1,1,-2
虚无的“中国古风”外壳与日本ACG亚文化杂交的怪胎，里面大量的星宿、八卦等常用的中华古典文化符号并不具备真正意义，只是用来填补动画空洞内涵好让其看起来是在弘扬深奥传统文化的遮羞布。一如片中人物说着矫揉造作的“古风”台词营造出的“古韵”，是虚假的、当代的、流行化的，如此看来便更加可恶了。人物与场景画风也不复早年国产动画的写意缥缈，受美国和日本动画以及网络游戏的影响极深，无论是主角们缺乏辨识度的“美型”人模、卖弄性感的萝莉童姥，还是“唯美”的高饱和场景建模都漫溢着塑料质感，以这样的美学去讲述最传统的中国故事是不可接受的。而在故事层面，也泯灭了中国动画最注重的含蓄美与留白，毫无铺垫且直白的情感表达和打怪升级般的游戏发展彻底损毁了这部动画的内核，廉价到无法使人感动。（对了，配音演员表现也很差劲）,-2,-1,-1,-1,-2
追光和华纳合作的结果。要表扬技术和剧本，在中式建模动画里，对水的质感把握出色，那只狗的皮毛渲染也说得过去，九尾狐的道具作坊呈现的炫目而不艳俗，剧本起承转合也事事有交代，轻重有分配，无《大圣归来》的跳戏感，也没有《风语咒》的杂糅感，能感到编剧的坚定跟熟练。但它毕竟是个老故事新说，拿出来的剧本元素无一不是俗套，像什么寻访高人（九尾狐）求助啦大量捕蛇（永州柳宗元笑了）修炼的反派啦绝对实力强悍但受制于各种因素（白蛇失忆）的主角啦，国产动画里太常见了，但是动摇剧本根基的一处俗套是：男主拼命承担的爱情其实就建立在性爱享受上，这是种标准的中式思维，简单到令人绝望。有意思的是，男主面对强悍蛇妖的爱情说辞是金庸式的世外桃源归隐梦，这是否是对女性职场化的一种逆反？片尾的处理不错，有白蛇正传，也有骚媚九尾狐的伏笔,-2,1,-2,1,-2
真好看啊啊啊啊，画风像仙剑，视觉像徐克，故事也很棒！好喜欢狐狸精哦，许仙也终于不再是文弱书生了。小青青好可怜哦沦为炮灰…好久没被这么俗套的爱情故事感动了…,-2,1,-2,1,-2
这么经典的神话故事就不能好好写前传吗？还吸星大法？就不能好好奋斗、踏踏实实修炼吗？还有小青，是怎么从形神俱灭阵中出来的？少有的几幕水墨画运用的不好，很突兀跟整体画风差别太大，像是穿越到另一部片子。配音配乐太嫩，渔舟合唱简直尴尬死。,-2,-1,-2,-1,-1
追光已经达到了故事能'想到'，技术能'做到'的程度，这些年的积淀以及持之不懈的尝试终究没有错付！不单单只是贩卖情怀，而是有一个足够真诚且动人的故事！致敬的段落不发尬，点到为止恰到好处算是惊喜…打斗戏的镜头调度和橘子社有一拼，但人物情感刻画和面部细节的处理还有很大的提升空间，黑屏切够多够硬，情节的推进和转折亟待编排优化，瑕不掩瑜、希望这些问题能在续集中能得到改善（学日漫乱加杀必死的毛病也得改！）……国产动画不易，总的来说达到并超出预期，起码甩出之前号称国漫之光的“三大”（《大鱼》《大圣》《大法》）一大截……多半星鼓励之！,-2,1,-1,1,-2
对于国漫，我一向都是不吝赞赏的，加油鼓劲并指出问题永远比单纯的谩骂有用，画面一流水准，制作精良，故事层面有所进步，致敬了不少经典，比起前三部来说算是不小的进步了，可是急于摆脱低幼的帽子又陷入了另一个怪圈，有些画面过于成人向，但故事并不成人向，应该来说是青少年向，还需要再加油，最后，祝收回成本，这一部成本看起来就很高昂，以我的了解，最少八千万吧（保守估计，希望比这低），追光坚持下去，记住你们的梦想，你们是要做中国皮克斯的公司，加油，加油。,-2,1,-2,1,-2
两分给视觉效果 故事核0分,-2,-1,-2,1,-2
3.5。暂列追光最佳。一些少儿不宜的段落已经宣告了这部动画摆脱低幼向的决心（误。《白蛇：缘起》最终达到的，就是《风语咒》费尽心思想要达到的。虽然很大程度上依赖的是这个家喻户晓的故事，但对情怀的运用是恰到好处、画龙点睛的。爱情线的铺展以及剧情演进都很仓促，然而场景渲染和动作设计确实是业内标杆级的。第一个令我怔住的场面是宝青坊，简直有刘姥姥进大观园的感觉。结尾大战阵势不小，试图做出双高潮，但实际上有点冗长，解决问题缺乏合理性。整体细想，还是有佳句无佳章。,1,-1,-2,1,-2
"          叙事太乱了，本来故事都没讲清楚，还加那么多动作戏（虽然动作戏很优秀！），全片都在赶时间，给人感觉就是一个平时总考六十来分孩子超常发挥，拿出来考九十分的实力，最后考了个八十分，遗憾还是明显的。
         其实剧本上所有的亮点都应归功于原作，这不由得让人惊叹这个古代爱情故事有多么的好，即使在我们因为《青蛇》和《白娘子传奇》这样的作品已经穷尽了所有的可能的情况下，这样稍加点缀后的佳作仍然能带给我们感动，结尾的煽情确实击中要害，几生几世修来的再见的缘分，无缝衔接《白蛇传》，更何况全片的画面精美至极，一招一式间的文化底蕴呼之欲出，全然不似中国动漫的水平，能有这样水平，算得上十足的惊喜了！国漫加油！",-2,-1,-2,1,-2
制作非常精良，分镜很不错。剧情略微差一点，部分剧情突兀又狗血，结尾结得很漂亮。男主建模普通了点，还不如那个gay gay的道士，不过最后许仙能不能够剃掉下巴的胡子啊，设定是个年轻书生诶！感觉会有第二部。三星半，加半星以资鼓励。,-2,-1,-1,1,1
剧情的硬伤也太大了吧…我大概很久没有在电影院看到这么扁平化的人物了，男女主的爱情线来得不明白，很难想象古代人能够火速牵手火速打野炮，男主全程恋爱脑，对话唐突无逻辑。所以真的很难代入自己的情感，自然也没有被情节打动。另外，也许是技术难度，感觉男女主的脸都很塑料，表情变化不太自然，时常让人有网游既视感。但有一说一，狐仙的两场戏，外加蛇精姐妹与道士的打斗戏真的太精彩了。不管是在美术还是剪辑都让人惊艳，节奏很棒，狐仙的人妖两面，馆内的妖影耸动，道士放出的金鹤武器，创意绝了，既诡诞又华丽，还有些邪典意味。这部分我看得目不转睛，所以可以拉到及格分。但要是全片都能保持这个审美和节奏感，把故事讲好，就好了。,-2,-1,-1,1,1
3.5 ip创意点结合很好，画面也体现了创作者的态度和自己的审美，到什么层次另说，总之是有不错的想法，但是！！这个剧情啊……… 小时候我六点钟看cctv的剧情就是这样的，只不过大屏幕给了一些压迫感，会增强视觉感受…… 但是不论怎么说，我的态度绝对是鼓励鼓励再鼓励的。凭啥不鼓励啊，这明显不是圈钱之作，国产电影/动画需要信心。加油,-2,-1,-2,1,-2
事实证明无论什么版本的白蛇传，男主永远不顶事，这一版的人设更是一言难尽，成了一个行为逻辑判断力都欠费的莽夫，小青则传承了《青蛇》里善妒的小性子。许宣很胡歌，小白很鞠婧祎，道长很陈坤。各种场景时常唤起我对经典华语古装电影的记忆，蛇族首领一秒钟出戏到《倩女幽魂》，国师团队则出戏到“东厂”。可能是追光动画场面最恢弘制作最精良考究的作品，也能感受到尽力在去贴合成年观众的观影槽点和趣味，导演就像里面的角色一样，非常的撩。可惜剧情其实乏善可陈，后半段努力在让矛盾与冲突变得复杂曲折并凄美感人，然而还是落入窠臼。回到杭州那一瞬感到我国景色真美。人设的脸部美漫CG感太强烈，且男主表情空洞无神得可怕。这部电影可以让非直女观众对男主吐槽很久。,-2,-1,-1,1,-2
